Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency,Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Zip Code,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",bb5b9b6e-1289-4841-a6c5-10eec21d3296,2025-04-22,Novice,3,1,3,2,3,False,True,False,False,False,False,1,3,2,3,2,False,False,False,False,False,False,False,,,Female,Asian American and Pacific Islander,60-86K,25,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Weekly,Weekly,Monthly,Daily,WoM
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",bc365350-33bd-44d0-a03f-88a0712802b9,2025-03-25,Novice,3,1,2,2,1,True,True,True,True,False,False,1,1,3,2,2,False,False,False,False,False,False,False,,,Male,White,86K-165K,36,Bachelor’s Degree,More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,21230,Libertarian,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Weekly,Monthly,Daily,Daily,Prolific
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,2025-02-25,Expert,3,3,3,4,4,False,False,True,False,False,False,3,2,2,3,1,False,False,False,False,False,False,False,,,Female,White,86K-165K,63,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Never,Daily,Weekly,Weekly,Never,Never,Never,Prolific
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",de7d26af-62e0-46e5-881a-166cb7ffdc19,2025-02-25,Expert,2,3,5,4,5,False,False,False,False,False,False,1,1,3,4,4,False,True,True,False,True,True,False,,,Male,White,30-60K,41,Master’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Weekly,Weekly,Daily,Monthly,Weekly,Prolific
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",1377d16b-bdeb-4e05-9f78-1e0211deb1f6,2025-03-18,Novice,1,2,3,2,3,False,False,False,False,False,False,1,3,1,3,3,True,False,False,False,False,False,False,,,Male,Black,0-30K,46,"Some College, No Degree",3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Monthly,Daily,Daily,Weekly,Monthly,Never,Never,Prolific
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",3ef36c0f-554a-4a88-831f-1e0f5250831b,2025-02-20,Average,4,2,3,4,3,True,True,True,True,True,True,3,4,3,2,3,False,False,False,False,False,False,False,,,Male,Black,86K-165K,35,Master’s Degree,6-10 years,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,20148,Independent,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Daily,Prolific
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",3f2a5f20-54a5-4388-8568-e33cbf2fb737,2025-02-20,Expert,2,2,3,2,3,False,False,False,False,False,False,2,2,2,3,2,False,False,False,False,False,False,False,,,Male,Black,60-86K,27,Master’s Degree,3-5 years,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,Democrat,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Prolific
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,2025-02-25,Average,3,3,4,3,4,False,True,False,True,True,False,4,3,4,3,4,False,True,False,True,False,True,False,,,Male,White,165K-209K,44,Bachelor’s Degree,More than 10 years,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,28607,Republican,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Prolific
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",7244fcfe-9792-4f6a-84dd-29ce048d9889,2025-02-24,Expert,3,2,1,3,3,True,False,True,False,True,False,1,2,2,2,4,False,True,False,False,True,False,True,,,Female,White,165K-209K,33,"Doctorate (e.g., PhD)",6-10 years,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,68501,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Weekly,Weekly,Monthly,Weekly,Weekly,Daily,Weekly,Prolific
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",9b8b74b5-b29c-4738-8bd3-4ef6870b7f6a,2025-02-25,Novice,2,1,1,1,2,False,False,False,False,False,False,1,1,1,4,2,False,False,False,False,False,False,False,,,Female,White,60-86K,39,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Monthly,Never,Never,Never,Never,Monthly,Never,Never,Prolific
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",b22429d3-2fb5-4adb-bde7-13bdcc990a33,2025-02-25,Expert,3,3,4,3,3,False,False,True,True,True,True,1,3,2,3,3,False,False,True,True,True,False,True,,,Female,White,86K-165K,49,"Some College, No Degree",6-10 years,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,,Independent,I have some experience using them.,"Yes, I use them every week in my work.",Monthly,Weekly,Monthly,Weekly,Never,Never,Never,Never,Never,Prolific
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",c1672ba2-0cee-4f04-bc07-cd385d6c895d,2025-02-20,Average,2,2,3,1,3,False,False,False,False,False,False,1,4,1,1,2,False,False,False,False,False,False,False,,,Male,White,60-86K,36,"Professional Degree (e.g., MD, JD)",1-2 year,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,Independent,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Monthly,Never,Monthly,Never,Monthly,Prolific
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,2025-02-25,Expert,4,1,3,1,1,False,False,True,False,False,True,4,1,4,1,2,False,False,False,False,False,False,False,,,Female,White,86K-165K,63,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Never,Daily,Weekly,Weekly,Never,Never,Never,Prolific
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",de7d26af-62e0-46e5-881a-166cb7ffdc19,2025-02-25,Average,3,1,3,2,3,True,False,True,False,False,True,1,1,1,4,2,False,False,False,False,False,False,False,,,Male,White,30-60K,41,Master’s Degree,3-5 years,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Weekly,Weekly,Daily,Monthly,Weekly,Prolific
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",1377d16b-bdeb-4e05-9f78-1e0211deb1f6,2025-03-18,Novice,3,2,2,5,3,True,False,False,False,False,False,4,3,3,3,2,False,False,False,False,False,False,False,,,Male,Black,0-30K,46,"Some College, No Degree",3-5 years,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Monthly,Daily,Daily,Weekly,Monthly,Never,Never,Prolific
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",1b3f2ed4-9876-4972-a951-cdae12118c0b,2025-02-20,Average,5,4,3,5,5,True,True,True,True,True,True,4,5,5,5,2,False,False,False,False,False,False,False,,,Male,Hispanic,0-30K,30,Prefer not to say,More than 10 years,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,89104,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Never,Never,Daily,Never,Never,Daily,Daily,Prolific
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",3ef36c0f-554a-4a88-831f-1e0f5250831b,2025-02-20,Average,2,4,4,1,5,False,False,False,False,False,False,2,5,4,4,2,False,False,False,False,False,False,False,,,Male,Black,86K-165K,35,Master’s Degree,6-10 years,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,20148,Independent,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Daily,Prolific
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",3f2a5f20-54a5-4388-8568-e33cbf2fb737,2025-02-20,Average,2,2,2,2,3,False,False,False,False,False,False,2,2,2,3,2,False,False,False,False,False,False,False,,,Male,Black,60-86K,27,Master’s Degree,3-5 years,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,Democrat,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Prolific
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,2025-02-25,Novice,4,4,3,4,4,True,False,True,True,False,False,4,3,3,4,3,False,True,False,True,True,True,False,,,Male,White,165K-209K,44,Bachelor’s Degree,More than 10 years,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,28607,Republican,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Prolific
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",7244fcfe-9792-4f6a-84dd-29ce048d9889,2025-02-24,Expert,2,2,4,2,4,False,False,False,False,False,False,1,4,1,3,2,False,False,False,False,False,False,False,,,Female,White,165K-209K,33,"Doctorate (e.g., PhD)",6-10 years,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,68501,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Weekly,Weekly,Monthly,Weekly,Weekly,Daily,Weekly,Prolific
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",9b8b74b5-b29c-4738-8bd3-4ef6870b7f6a,2025-02-25,Average,1,3,5,1,5,False,False,False,False,False,False,1,3,4,5,5,False,True,True,True,True,True,True,,,Female,White,60-86K,39,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Monthly,Never,Never,Never,Never,Monthly,Never,Never,Prolific
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",b22429d3-2fb5-4adb-bde7-13bdcc990a33,2025-02-25,Novice,2,1,1,2,3,False,False,False,False,False,False,1,3,4,3,4,False,True,True,True,True,True,True,,,Female,White,86K-165K,49,"Some College, No Degree",6-10 years,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,,Independent,I have some experience using them.,"Yes, I use them every week in my work.",Monthly,Weekly,Monthly,Weekly,Never,Never,Never,Never,Never,Prolific
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",bc365350-33bd-44d0-a03f-88a0712802b9,2025-03-25,Expert,2,4,4,4,4,False,False,False,False,False,False,4,5,5,4,4,False,True,True,True,True,True,True,,,Male,White,86K-165K,36,Bachelor’s Degree,More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,21230,Libertarian,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Weekly,Monthly,Daily,Daily,Prolific
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",cc602f61-7db0-42f2-a05e-29a18a09668f,2025-03-10,Novice,1,4,4,1,4,False,False,False,False,False,False,5,5,2,4,5,False,True,True,False,True,False,False,,,Female,White,86K-165K,36,Bachelor’s Degree,3-5 years,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,Independent,I have heard of them but don't know much about their functionalities.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Daily,Weekly,Weekly,Weekly,Prolific
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,1b3f2ed4-9876-4972-a951-cdae12118c0b,2025-02-20,Average,1,5,5,1,5,False,False,False,False,False,False,5,1,1,2,1,False,False,False,False,False,False,False,,,Male,Hispanic,0-30K,30,Prefer not to say,More than 10 years,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,89104,Independent,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Never,Never,Daily,Never,Never,Daily,Daily,Prolific
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,6b6f9272-a6bc-4b0c-9e0e-b68d82abac39,2025-02-25,Average,3,4,4,3,4,True,False,False,True,False,False,4,3,3,4,4,False,True,False,True,True,False,False,,,Male,White,165K-209K,44,Bachelor’s Degree,More than 10 years,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,28607,Republican,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Prolific
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,7244fcfe-9792-4f6a-84dd-29ce048d9889,2025-02-24,Average,4,1,3,2,3,True,False,True,True,False,False,2,3,3,2,4,False,True,True,True,False,False,False,,,Female,White,165K-209K,33,"Doctorate (e.g., PhD)",6-10 years,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,68501,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Weekly,Weekly,Monthly,Weekly,Weekly,Daily,Weekly,Prolific
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,72597cb1-a901-4fda-b382-1d3fbc4b8048,2025-03-25,Expert,3,2,2,3,5,False,False,False,False,False,True,2,2,2,3,2,False,False,False,False,False,False,False,,,Female,White,86K-165K,29,Bachelor’s Degree,6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,Independent,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Monthly,Weekly,Prolific
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,7880981c-59da-4d72-96c6-83f3607d288e,2025-02-20,Expert,2,2,3,4,1,False,False,False,False,False,False,1,3,3,4,2,False,False,False,False,False,False,False,,,Male,Hispanic,30-60K,56,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,Democrat,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Daily,Weekly,Weekly,Weekly,Weekly,Weekly,Never,Never,Never,Prolific
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,bc365350-33bd-44d0-a03f-88a0712802b9,2025-03-25,Expert,1,4,5,4,4,False,False,False,False,False,False,1,3,5,3,4,False,True,True,True,True,True,False,,,Male,White,86K-165K,36,Bachelor’s Degree,More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,21230,Libertarian,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Weekly,Monthly,Daily,Daily,Prolific
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,d2dde44c-83d4-4bd6-8b29-78319f401143,2025-03-10,Average,2,2,3,1,5,False,False,False,False,False,False,1,2,3,3,3,False,True,True,False,True,True,False,,,Male,Hispanic,86K-165K,36,Master’s Degree,6-10 years,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,49684,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Weekly,Weekly,Daily,Weekly,Weekly,Prolific
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,d8b71c8b-763b-4f12-8bf3-bfc18c5af4ce,2025-02-25,Average,2,2,1,1,2,False,False,False,False,False,False,2,3,2,2,2,False,False,False,False,False,False,False,,,Female,White,86K-165K,63,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Never,Daily,Weekly,Weekly,Never,Never,Never,Prolific
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,dde4ad2d-758a-4cf5-91c9-72782474aa8c,2025-02-25,Average,2,3,3,3,4,False,False,False,False,False,False,1,2,3,4,2,False,False,False,False,False,False,False,,,Female,White,60-86K,26,"Professional Degree (e.g., MD, JD)",3-5 years,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,,Independent,I have some experience using them.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Weekly,Daily,Daily,Never,Never,Daily,Prolific
5314,Information Security Analysts,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",2ad5b4b0-a933-4199-b9fe-f30a73021fbd,2025-04-04,Novice,3,2,3,3,4,True,True,True,False,False,True,3,4,5,3,4,True,False,False,False,False,False,False,,I can navigate where there are uncertainty and critical decision making situations where AI cannot fully understand.Human-in-the-loop is needed for uncertainty.,Prefer not to say,Other,Prefer not to say,36,Prefer not to say,1-2 year,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Weekly,Daily,Weekly,Weekly,Never,Never,WoM
5314,Information Security Analysts,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",524d0d50-510f-4b2b-a2da-e8449c9f5740,2025-03-19,Average,3,5,5,3,5,True,False,True,False,False,True,1,3,5,5,5,True,True,False,False,True,False,True,,,Male,White,30-60K,29,Master’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,27893,Republican,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Daily,Monthly,Daily,Weekly,Daily,Weekly,Daily,Prolific
5314,Information Security Analysts,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",66722641-a04d-4980-b4d4-953ec12819a2,2025-02-20,Novice,1,1,2,4,5,False,False,False,False,False,False,1,4,4,4,3,False,False,False,False,False,False,False,,,Prefer not to say,Other,Prefer not to say,30,Prefer not to say,6-10 years,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,Prefer not to answer,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Monthly,Never,Never,Monthly,Never,Never,Never,Weekly,Prolific
5314,Information Security Analysts,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",9072a21c-bcac-4c57-a9c9-abb87ac3ae16,2025-03-19,Expert,3,3,2,2,4,True,False,False,False,False,True,2,4,3,3,3,False,True,False,False,True,False,False,,,Male,White,60-86K,36,Master’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
5314,Information Security Analysts,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",b386f3af-086c-4ea8-9d52-c99494162f0e,2025-02-20,Expert,2,3,3,1,5,False,False,False,False,False,False,5,2,2,5,2,False,False,False,False,False,False,False,,,Female,White,529K+,50,Master’s Degree,More than 10 years,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,36551,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Never,Never,Never,Never,Prolific
5314,Information Security Analysts,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",cfd98150-ef49-41ca-b15e-04ba3bd1314c,2025-04-16,Average,3,1,3,1,3,True,True,True,False,False,True,1,3,2,5,3,False,False,True,True,True,False,True,"if Ai Ai automates this task, it will free up my time to do more creative human centered tasks that would impact our security posture positively",,Male,Black,30-60K,32,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,100001,Republican,I use them regularly.,"Yes, I use them every week in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Weekly,Weekly,Never,WoM
5314,Information Security Analysts,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",e0720bd8-6d60-4a47-a213-5845745df98f,2025-03-18,Average,3,3,4,1,4,False,False,False,False,True,True,4,3,1,4,3,True,False,False,False,False,False,False,,,Female,White,30-60K,61,Master’s Degree,6-10 years,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,,Democrat,I have some experience using them.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Weekly,Daily,Monthly,Weekly,Monthly,Weekly,Prolific
5314,Information Security Analysts,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",e50ffa47-9c96-433a-ae73-3b4c441bdc18,2025-02-20,Average,3,1,1,1,2,False,True,False,True,True,False,1,1,4,3,4,False,False,False,False,False,False,False,,,Male,White,30-60K,45,"Some College, No Degree",6-10 years,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,43311,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Monthly,Weekly,Daily,Daily,Weekly,Never,Daily,Prolific
5314,Information Security Analysts,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",f5550885-59e9-40ae-8ea9-5fddb6988dad,2025-02-20,Average,3,3,3,1,3,True,False,False,False,False,False,5,3,5,3,2,False,False,False,False,False,False,False,,,Female,Black,30-60K,52,"Some College, No Degree",More than 10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,30213,Democrat,I use them regularly.,"No, I have not used them for any work-related activities.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Prolific
5316,Information Security Analysts,Monitor current reports of computer viruses to determine when to update virus protection systems.,524d0d50-510f-4b2b-a2da-e8449c9f5740,2025-03-19,Expert,4,3,5,1,4,True,False,True,False,False,True,1,2,3,4,4,False,True,False,False,True,False,False,,,Male,White,30-60K,29,Master’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,27893,Republican,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Daily,Monthly,Daily,Weekly,Daily,Weekly,Daily,Prolific
5316,Information Security Analysts,Monitor current reports of computer viruses to determine when to update virus protection systems.,66722641-a04d-4980-b4d4-953ec12819a2,2025-02-20,Average,2,1,5,3,5,False,False,False,False,False,False,1,4,3,5,3,False,False,False,False,False,False,False,,,Prefer not to say,Other,Prefer not to say,30,Prefer not to say,6-10 years,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,Prefer not to answer,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Monthly,Never,Never,Monthly,Never,Never,Never,Weekly,Prolific
5316,Information Security Analysts,Monitor current reports of computer viruses to determine when to update virus protection systems.,9072a21c-bcac-4c57-a9c9-abb87ac3ae16,2025-03-19,Expert,3,1,3,2,3,True,True,False,False,False,False,2,2,2,3,2,False,False,False,False,False,False,False,,,Male,White,60-86K,36,Master’s Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
5316,Information Security Analysts,Monitor current reports of computer viruses to determine when to update virus protection systems.,9edab1e8-d79b-42e1-bb38-8cae659137c7,2025-02-20,Average,4,1,1,1,2,True,False,False,True,True,False,1,4,5,2,4,False,False,False,False,False,False,False,,,Male,White,30-60K,54,"Some College, No Degree",6-10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,03103,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Weekly,Daily,Daily,Daily,Weekly,Monthly,Daily,Prolific
5316,Information Security Analysts,Monitor current reports of computer viruses to determine when to update virus protection systems.,b386f3af-086c-4ea8-9d52-c99494162f0e,2025-02-20,Expert,2,3,3,1,5,False,False,False,False,False,False,2,2,2,5,2,False,False,False,False,False,False,False,,,Female,White,529K+,50,Master’s Degree,More than 10 years,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,36551,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Never,Never,Never,Never,Prolific
5316,Information Security Analysts,Monitor current reports of computer viruses to determine when to update virus protection systems.,cac6b867-ca58-4422-aab4-c9136de43d8e,2025-02-20,Expert,4,1,3,2,3,True,False,True,False,False,True,1,1,1,2,2,False,False,False,False,False,False,False,,,Male,Black,86K-165K,73,Master’s Degree,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,61605,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Weekly,Monthly,Weekly,Monthly,Daily,Monthly,Daily,Prolific
